"Verify that users SIM Card (without billing support) can decide to see the WiFi data used","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132494/")"
"Verify that when a 3G data is below amount of alert, it maintains a color that is reflected also in the Data Module in Notification Center.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132495/")"
"Press limit button, access to the input limit screen and verify that the keyboard contains the keys defined by UX team","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132496/")"
"Press limit button, input the limit of data usage and press done button","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132497/")"
"Verify when the data usage cycle is reseted (based on user configuration), the counters are reseted too and any alert are dismissed.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132487/")"
"Verify that when the limit is reached, the data module of the utility tray changes its background colour to the limit-background colour (red).","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132488/")"
"Verify that tapping in the credit module, in the notification bar, opens the Detailed Telephony App View.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132477/")"
"Verify in the notification bar the user has information about calls made for the user's postpaid subscription.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132478/")"
"Verify postpaid users (SIM Card with billing support) can switching between Monthly, Weekly and Never billing periods and going back without changes","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132464/")"
"Verify that the data usage counter is reset after the end of a Monthly billing period.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132467/")"
"Verify that the data usage counter resets after the end of a Weekly billing period.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132468/")"
"Verify the low balance threshold can be turned off.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132456/")"
"Verify that low balance threshold by default is on","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132457/")"
"Verify a message displays when the threshold is set to 0.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132458/")"
"Verify the done button is disabled if threshold is empty.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132459/")"
"Verify the user can edit low balance warning threshold.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132461/")"
"Verify the functionality of selecting the starting day of a monthly tracking cycle but do no change it","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132462/")"
"Start day selection for Weekly billing period, Go back with no changes. Postpaid users SIM Card with billing support.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132463/")"
"Verify when an already configured SIM card (without billing support) is inserted data from the older card used is recovered.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132422/")"
"Verify that data usage counter does not reset when "Never" billing period is selected","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132401/")"
"Verify that for users when limit is set data module shows a bar with current data used and the value of the limit set","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132392/")"
"Verify the format of the graphic showing data consumption displays correctly.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132397/")"
"Verify that a notification appears in notification tray when 3G data usage surpass the limit set","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132396/")"
"For users, no limits configured in data usage application, check that 3G data used, and timestamp for last 3G connection are both correct.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132393/")"
"Verify that for users when limit is set data module shows a bar with current data used and the value of the limit set.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132394/")"
"Verify that for users, when limit is set, the data module shows a bar with current data used and the value of the set limit.","1","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132391/")"
"Verify that users, tapping in the data module, data usage view is opened in Cost Control app.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132390/")"
"Verify changing the date to a future date inside a monthly period is handled correctly regarding SMS count, for postpaid users","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132389/")"
"Verify when using a 3G data connection, the amount of data used is shown in the 3G data usage module.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132388/")"
"Verify when using a 3G data connection, the amount of data used is shown in the data usage details view.","1","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132387/")"
"Verify when using a Wifi connection, the amount of data used is shown in the data usage details view.","1","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132386/")"
"Verify that when using a new SIM (not configured yet) after having used another one, data consumption records are not mixed","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132385/")"
"Verify that users can reset the 3G data usage counters ( SIM card without billing support).","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132384/")"
"Verify that when a previously configured SIM card is inserted, that 3G usage data is recovered and correctly displayed. SIM without billing support.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132383/")"
"Verify that 3G consumption data is recovered if a previously configured SIM is inserted after data is reset on another postpaid SIM. SIM without billing support","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132382/")"
"Verify that users can reset the 3G data usage counters, and that the Cancel button on confirmation screen if functional. (SIM card without billing support)","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132381/")"
"Verify that when a user resets the 3G usage data, then the last data available is shown. SIM without billing support.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132380/")"
"Verify if a users reset the 3G data consumption data, 3G data usage will be set to 0. SIM without billing support.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132379/")"
"Verify the settings available for users in cost control application are correct.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132378/")"
"Verify that when an already configured SIM is inserted, then limit is recovered (if set) and alarms are shown. (if aplicable)","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132377/")"
"Verify when a not yet configured SIM card is inserted, no limit is set.","2","Firefox OS v2.1","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/132376/")"
"[Cost Control][Usage app]Launching Usage without a SIM should display appropriate message","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115571/")"
"[Cost Control] Verify there is no text overlap on the Data Report page in the Portuguese Language","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115572/")"
"Verify the format of the graph is correct for weekly billing period","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115573/")"
"Verify the format of the graph is correct for monthly billing period","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115574/")"
"Verify the format of the graph is correct for never billing period","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115575/")"
"Press limit button, access to the input limit screen and verify that the keyboard contains the keys defined by UX team","2","Firefox OS v2.0","Sept. 3, 2014, 4:11 p.m.","=HYPERLINK("https://moztrap.mozilla.org/manage/cases/_detail/115562/")"
